record_id,image_seq,subject,subject_middle,section_title,question_no,rank_label,past_exam_refs,question_text,answer_symbol,answer_boolean,explanation_text,source_page_question,source_page_answer,source_image,tags,issue_flag,issue_type,issue_detail,remarks,gpt_check_status,gpt_check_note,human_check_status,human_check_note,final_status
KB2025-007-001,007,憲法,統治,02_裁判所（組織・権限）,1,B,,最高裁判所は、その長たる裁判官及び法律の定める員数のその他の裁判官で構成し、そのすべての裁判官は内閣が任命する。,×,false,最高裁判所の裁判官は、憲法79条1項により内閣が任命しますが、長たる裁判官はその中から選ばれるため、すべての裁判官が内閣によって任命されるわけではありません。従って、問題文は誤りです。,118,119,0007.png,裁判所|最高裁判所|裁判官任命|内閣,1,読取揺れ,問題文の後半表現が不確実,answer_symbolは右欄「1 ×」から確認。長官は天皇が任命（6条2項）のため全員が内閣任命は誤りとなる可能性,auto_extracted,GPT復元 2026-04-03,gpt_explanation,GPT生成 2026-04-03,reviewed
KB2025-007-002,007,憲法,統治,02_裁判所（組織・権限）,2,B,,最高裁判所のすべての裁判官（長官及びその他の裁判官）は、天皇がこれを任命する。,×,False,最高裁判所長官は内閣の指名に基づき天皇が任命する（憲法6条2項）が、その他の裁判官は内閣が任命する（憲法79条1項）。すべてを天皇が任命するとする本肢は誤っている。,118,119,0007.png,裁判所|裁判官|良心|独立,0,,,answer_symbolは右欄「2 ×」から確認。原本照合必須,pending,,gpt_explanation,GPT生成 2026-04-03,reviewed
KB2025-007-003,007,憲法,統治,02_裁判所（組織・権限）,3,A,,最高裁判所の規則制定権は、訴訟手続に関する事項に限られ、弁護士・裁判所の内部規律等に関する事項には及ばない。,×,false,憲法77条1項は訴訟手続・弁護士・裁判所の内部規律・司法事務処理について規則制定権を認める。訴訟手続のみに限定されない。本肢は誤っている。,118,119,0007.png,裁判所|最高裁判所|規則制定権,0,,,answer_symbolのみ右欄冒頭「3 ×」から確認。原本照合必須,pending,,gpt_explanation,GPT生成 2026-04-03,reviewed
KB2025-007-004,007,憲法,統治,02_裁判所（組織・権限）,4,B,,最高裁判所の裁判官は、その任命後初めて行われる衆議院議員総選挙の際に国民の審査に付され、その後は10年を経過した後に行われる衆議院議員総選挙の際に審査に付される。,○,true,憲法79条2項・3項のとおり。本肢は正しい。,118,119,0007.png,裁判所|最高裁判所|裁判官|国民審査,0,,,answer_symbolのみ右欄冒頭「4 ○」から確認。原本照合必須,pending,,gpt_explanation,GPT生成 2026-04-03,reviewed
KB2025-007-005,007,憲法,統治,02_裁判所（組織・権限）,5,B,,下級裁判所の裁判官は、最高裁判所が指名した者の名簿によって内閣が任命し、その任期は10年で再任されることができる。,○,true,憲法80条1項のとおり。下級裁判所裁判官は最高裁判所の指名名簿により内閣が任命し、任期10年・再任可能。本肢は正しい。,118,119,0007.png,裁判所|下級裁判所|裁判官|任期,0,,,answer_symbolのみ右欄冒頭「5 ○」から確認。原本照合必須,pending,,gpt_explanation,GPT生成 2026-04-03,reviewed
KB2025-007-006,007,憲法,統治,02_裁判所（組織・権限）,6,B,,下級裁判所は、最高裁判所の指定する裁判官によって廃止することができる。,×,false,下級裁判所の設置・廃止は法律によって定められる（憲法76条1項・裁判所法）。最高裁判所の指定で廃止できるものではない。本肢は誤っている。,118,119,0007.png,裁判所|下級裁判所|廃止,0,,,answer_symbolのみ右欄冒頭「6 ×」から確認。原本照合必須,pending,,gpt_explanation,GPT生成 2026-04-03,reviewed
KB2025-007-007,007,憲法,統治,02_裁判所（組織・権限）,7,A,,下級裁判所の裁判官は、最高裁判所が指名した者の名簿によって内閣が任命するが、実際の任命は形式的なものであり、名簿への記載が事実上の任命に等しい。,○,True,最高裁判所の裁判官は、任命後初めて行われる衆議院議員総選挙の際に国民審査を受け、その後も10年ごとに審査を受ける（憲法79条2項・3項）。本肢は正しい。,118,119,0007.png,裁判所|下級裁判所|裁判官|任命,0,,,answer_symbolのみ右欄冒頭「7 ○」から確認。原本照合必須,pending,,gpt_explanation,GPT生成 2026-04-03,reviewed
KB2025-007-008,007,憲法,統治,02_裁判所（組織・権限）,8,A,,裁判官は、裁判により心身の故障のため職務を執ることができないと決定された場合のほかは、公の弾劾によらなければ罷免されない。,×,false,憲法78条のとおり。ただし最高裁判所裁判官については国民審査による罷免もある（79条3項）。本肢は誤っている。,118,119,0007.png,裁判所|裁判官|分限|罷免|弾劾,0,,,answer_symbolのみ右欄冒頭「8 ×」から確認。原本照合必須,pending,,gpt_explanation,GPT生成 2026-04-03,reviewed
KB2025-008-001,008,憲法,統治,02_裁判所（組織・権限）,9,B,,下級裁判所の裁判官の任期は10年であり、再任されることができるが、定年に達した場合には退官する。,×,false,憲法80条1項・2項のとおり。任期10年・再任可、定年で退官。本肢は正しい（ただし下級裁も定年あり）。,120,121,0008.png,裁判所|下級裁判所|裁判官|任期|定年,0,,,answer_symbolは右欄「9 ×」から確認。定年年齢誤記の可能性。原本照合必須,pending,,gpt_explanation,GPT生成 2026-04-03,reviewed
KB2025-008-002,008,憲法,統治,03_裁判官・違憲審査・裁判の公開,1,B,,すべての裁判官は、その良心に従い独立してその職権を行い、この憲法及び法律にのみ拘束される。,○,true,憲法76条3項により、すべての裁判官はその良心に従い独立して職権を行使し、憲法及び法律にのみ拘束されるとされています。したがって、問題文は正しいです。,120,121,0008.png,裁判所|裁判官|独立|良心,1,読取揺れ,問題文は76条3項に対応する内容と思われるが正確な表現が確認できず,answer_symbolは右欄「1 ○」から確認,auto_extracted,GPT復元 2026-04-03,gpt_explanation,GPT生成 2026-04-03,reviewed
KB2025-008-003,008,憲法,統治,03_裁判官・違憲審査・裁判の公開,1,A,,すべての裁判官は、その良心に従い独立してその職権を行い、この憲法及び法律にのみ拘束される。,○,true,憲法76条3項のとおり。本肢は正しい。,120,121,0008.png,裁判所|裁判官|身分保障|弾劾|罷免,0,,,answer_symbolは右欄「1 ○」から確認。原本照合推奨,pending,,gpt_explanation,GPT生成 2026-04-03,reviewed
KB2025-008-004,008,憲法,統治,03_裁判官・違憲審査・裁判の公開,2,B,,裁判官は、公の弾劾によらなければ罷免されないため、分限裁判によって罷免されることはない。,×,false,分限裁判により心身の故障で職務不能と決定された場合は罷免される（憲法78条）。弾劾によらなければ罷免されないとする部分は誤り。本肢は誤っている。,120,121,0008.png,裁判所|裁判官|身分保障|弾劾|罷免,0,,,answer_symbolのみ右欄冒頭「2 ×」から確認。原本照合必須,pending,,gpt_explanation,GPT生成 2026-04-03,reviewed
