source_image,question_ocr_raw,explanation_ocr_raw,answer_symbol_candidate,ocr_parse_status,ocr_parse_note
0215.png,"の〇@                                                                                     Kin
B [LIL 3 家庭裁判所が後見開始の審判をするときには、成年被後見
(H27一27-ア)     人に成年後見人を付するとともに、成年後見人の事務を監督
する成年後見監督和信を選任しなければならない。
ALHH| 4 成年被後見人が成年後見人の同意を得ずに行った重要な財
(H7 -27- 3)       産上の法律行為は、無効である。
AH 5 相手方が成年被後見人に日用品を売却した場合であっても、
(H18-27- 3)      成年被後見人は制限行為能力を理由として自己の行為を取り
消すことができる。
A HH 6 成年被後見人が、成年後見人によって営業を許可され、そ
(H10-27-オ)      の営業の範囲内でなした行為は、取り消すことができる。
(H 7 -27- 2)
B [LIL 7 後見開始の審判をする場合において、本人が被保佐人また
(H27-27-オ) | は被補助人であるときは、家庭裁判所は、その本人に係る保
佐開始または補助開始の審判を取り消す必要はないが、保佐
開始の審判をする場合において、本人が成年被後見人である
ときは、家庭裁判所は、その本人に係る後見開始の審判を取
り消さるなければならない。
人 技保佐人
ALLH| 1 精神上の障害により事理を弁識する能力が不十分な者につ
(オリジナル)      いては、請求により保佐を開始し、保佐人を選任しなければぱ
ならない。
532 | 総 則
電","dle                                                                ー
3 X 後見開始の審判を受けた成年被後見人に成年後見人を付するとされ
ているから (民法8 条)、前半は正しい。しかし、家庭裁判所は、必
要があると認めるときは、被後見人、その親族もしくは後見人の請求
によりまたは職権で、後見監督人を選任することが「できる| とされ 束
ているから (849条 : 任意)、後段は誤っている。               則
4 X 成年被後見人が単独で行った行為は、原則として取り消し得る行為
となる (民法9 条本文)。したがって、重要な財産上の法律行為は、
取り消し得る行為となるのであり、無効となるのではない。
5 X 成年被後見人の法律行為は、原則として取り消すことができるが、
日用品の購入その他日常生活に関する行為については、取り消すこと
ができない (民法 9 条)。
6 OO 成年被後見人は、日用品の購入など日常生活に関する行為は単独で
することができるが、それ以外の行為は、成年後見人の同意があって
も、本人または成年後見人が取り消すことができる (民法 9 条)。
7 X 後見開始の審判をする場合において、本人が被保佐人または被補助
人であるときは、家庭裁判所は、重複を避けるため、本人に係る保佐
開始または補助開始の審判を取り消さなければならないから (民法19
条 1 項)、前半は誤り。なお、保佐開始の審判をする場合において本
人が成年被後見人もしくは被補助人であるときは、家庭裁判所は、そ
の本人に係る後見開始の審判もしくは補助開始の審判を取り消さなけ
ればならないから (19条 2 項)、後半は正しい。
1 X 保佐は、事理を弁識する能力が「著しく不十分」である場合に認め
られ (民法11条本文)、「不十分な者」 については補助開始の審判がな
される (15条 1 項本文)。
総 則| 33
ー",Q3=×; Q8=×; Q4=×; Q9=×; Q5=×; Q6=○; Q7=×; Q1=×; Q2=×,ok,
0216.png,"「信 〇 @                                                                                     Kin
B [IL中 2 本人以外の者の請求によって保佐開始の審判をするために
(H17-24-ウ)  は、本人の同意が必要である。

B LILILT 3 被保佐人が行った元本の領収は、保佐人の同意を得ていな
(H7-27- 4)  い場合でも、取り消すことができない。
B [IL 4 被保佐人が、保佐人の同意を得ることなく、自己が居住す
(H10-27-エ)  るための住宅を建築するために土地の購入の申込みをなす行
為は、取り消し得る。
B[ILILI 5 被保佐人が、保佐人の同意を得ることなく土地の贈与を受
(H10-27-イ)  ける行為は、取り消し得ない。
B [HH品| 6 盾保佐人がその保佐人の同意を得なければならない行為
(H27-27-イ)  は、法に定められている行為に限られ、家庭裁判所は、本人
や保佐人等の請求があったときでも、被保佐人が法に定めら
れている行為以外の行為をする場合にその保佐人の同意を得
なければならない冒の審判をすることはできない。
B LILILIT 7 家庭裁判所は、本人や保佐人等の請求によって、被保佐人
(H27-27-ウ)  のために特定の法律行為について保佐人に代理権を付与する
旨の審判をすることができるが、本人以外の者の請求によっ
てその審判をするには、本人の同意がなければならない。
534 | 絶 則
電","dle                                                                                                                    ー
2 Xぶ 補助開始の審判 (民法15条 2 項) とは異なり、保佐開始の審判をす
るためには、本人以外の者の請求によるときでも、本人の同意は必要 に
とされていない (11条)。                               ーー
3 X 元本のようなまとまった財産を被保佐人が単独で受領できるとする 則
と、それが費消される危険があることから、保佐人の同意を得なけれ
ば、 日常生活に関する行為以外の元本の領収は取り消すことができる
(民法13条 1 項 1 号、 9 条ただし書)。
4 〇 土地の購入の申込みをなす行為は、不動産に関する権利の取得を目
的とする行為であるから、保佐人の同意がなければ取り消し得る (民
法13条 1 項 3 号)。
5 〇 負担付の贈与の申込みの承諾とは異なり (民法13条 1 項 7 号)、単
なる土地の贈与を受ける行為は、被保佐人に利益となるものであるか
ら、取り消し得べき行為にあたらず、取り消すことができない。
6 X 家庭裁判所は、民法11条本文に規定する者または保佐人もしくは保
佐監督人の請求により、被保佐人が保佐人の同意を得なければならな
い行為に関する民法13条 1 項各号に掲げる行為以外の行為をする場合
であっても、保佐人の同意を得なければならない冒の審判をすること
ができる (13条2 項)。
7 〇 家庭裁判所は、民法11条本文に規定する者または保佐人もしくは保
佐監督人の請求によって、被保佐人のために特定の法律行為について
保佐人に代理権を付与する旨の審判をすることができるが (876条の
4 第 1 項)、本人以外の者の請求によってその審判をするには、本人
の同意がなければならない (876条の4第2項)。
総 則| 535
_/",Q2=×; Q3=×; Q1=×; Q9=×; Q4=○; Q5=○; Q7=×; Q6=×,ok,
0217.png,"「信 〇 依                                                                                     Kin
6 技補助人
AL口| 1 精神上の障害により事理を弁識する能力が不十分である者
(H17-24-工)     について、本人、配偶者、 4 親等内の親族は、補助開始の審判を
請求することはできるが、後見人や保佐人は、これをするこ
とはできない。
B HH| 2 家庭裁判所は、本人や配偶者等の請求により、補助開始の
(H27-27-エ)      審判をすることができるが、本人以外の者の請求によって補
助開始の審判をするには、本人の同意がなければならない。
B [LIL| 3 補助人は、補助開始の審判がされることにより、当然に代
(オリジナル)    理権を有することになる。
B LIL 4 制限行為能力者が被補助人であり、補助人の同意を得なけ
(H18-27- 5)      ればならない行為を被補助人が補助人の同意を得てした場合
であっても、相手方は、制限行為能力を理由として補助人の
行為を取り消すことができる。
9 制限行為能力者の相手方保護
A [FL 1 制限行為能力者が未成年者の場合、相手方は、未成年者本
(H18-27- 2 )  人に対して、 1 か月以上の期間を定めてその行為を追認する
かどうかを催告することができ、その期間内に確答がなけれ
ばその行為を追朗したものとみなされる。
536 | 絶 則
電","dle                                                                                                               只
1 X 精神上の障害により事理を弁識する能力が不十分である者にっぃて ごデ
は、家庭裁判所は、本人、配偶者、 4 親等内の親族、後見人、後見監 束
督人、保佐人、保佐監督人、検察官の請求により、補助開始の審判を 則

することができる (民法15条 1 項本文)。

2 〇 精神上の障害により事理を弁識する能力が不十分である者について
は、家庭裁判所は、本人、配偶者、 4 親等内の親族、後見人、後見監
督人、保佐人、保佐監督人または検圭宜の請求により、補助開始の審
判をすることができるが (民法15条 1 項)、本人以外の者の請求によ
り補助開始の審判をするには、本人の同意がなければならない (15条
2 項) 。

3 X 補助開始の審判は、特定の法律行為について補助人に同意権を付与
する審判 (民法17条 1 項) または代理権を付与する審判 (876条の 9
第 1 項) とともにしなければならないから (15条 3 項)、当然に代理
権が付与きれるとは限らない。

4 X 補助人の同意を得なければならない行為を被補助人が補助人の同意
を得てした場合、当該行為は有効な法律行為でもって、取り消すこと
はできない。 また、仮に同意を得たいで行為をした場合であっても、
その行為を取り消すことができるのは、被補助人・補助人であって、
相手方ではない (民法120条 1 項)。

1 X 制限行為能力者の相手方は、その制限行為能力者が行為能力者とな
った後には、その者に対し、 1 か月以上の期間を定めてその行為を追
認するかどうかを催告することができる (民法20条 1 項前段)。>したが
って、相手方は、未成年者本人が成年に達する前に、その者に対して
催告をしても、当該催告は無効でもり、期間内に確答を発信しなかっ
たとして追認したものとみなされることはない。

総 則 | 537
/",Q1=×; Q4=×; Q2=○; Q3=×,ok,
0218.png,"の 〇@                                                Kin
AL 2 法定代理人の同意なくしてなされた未成年者の財産行為で、
(H10-27-ア)  相手方が法定代理人に対し、 1 箇月以上の期間内に当該財産
TH9ー49     行為を追認するか否か確答すべき紳を催告したが、確答が発
せられなかっかた場合の、その未成年者の行為は、取り消すこ
とはできない。

A ロロロロ| 3 被保佐人が保佐人の同意を要する行為をその同意を得ずに

(R 2 -27- 4)   行った場合において、相手方が被保佐人に対して、一定期間

TH21-30ー7) | 内に保佐人の追認を得るべき旨の催告をしたが、その期間内
に回答がなかったときは、当該行為を追認したものと擬制さ
れる。

A HLT 4 制限行為能力者が行為能力があると信じさせるため相手方

(H7 -27- 5改   に対し誕術を用いたときは、制限行為能力者は、制限行為能

H198-ダー4) 1 力を理由にその法律行為を取り消すことができない。

A THロロ1 5 Aは未成年者であったが、その冒をBに告げばずに、自己所

(H26-28-5) | 有の甲土地をBに売却する旨の売買契約を締結した場合、制

(R2-27-5)1 限行為能力者であることの駄秘は誕箱にあたるため、Aは未
成年者であることを理由として本件売買契約を取り消すこと
はできない。

4 ) 不在者の財産管理および失臣宣告

B ロロ口| 1 行方不明者Aが自己の財産につき管理人を置かなかったと

(R 3 -28- 2) | きは、利害関係人または検察官の請求により、家庭裁判所
は、その財産の管理について必要な処分を命ずることができ
る。

538 | 絶 則

電","dle                                                   ー
2 〇 割限行為能力者の相手方が、制限行為能力者が未だ行為能力者とな
らない時において、その法定代理人に対し、その権限内の行為につき に
追認か否かの催告をしたが、 1 か月以上の期間内に確答が発せられな ご
いときは、単独で有効に取り消せる者 (法定代理人等、能力回復後の 束
本人) が確答しない (取り消きない=追認) ため、取り消し得べき行 昌
は追認したものとみなされる (民法20条 1 項・ 2 項)。それゆえ、
取り消すことはできない。
3 X 制限行為能力者の相手方は、行為能力が制限きれている間、被保佐
人に対して、 1 か月以上の期間内に保佐人の追認を得るべき旨の催告
ができるが、被保佐人がその期間内にその追認を得た旨の通知を発し
ないときは、その行為を取り消したものとみなされるから (民法20条
4 項後段)、「追記したものと擬制される」 とする本肢は誤っている。
4 〇 制限行為能力者が詐術を用いた場合は、制限行為能力者を保護する
必要がないから、制限行為能力を理由とする取消しは許されない (民
法21条)。
5 X 制限行為能力者であることを黙秘することは、制限行為能力者の他
の言動などと相まって、相手方を誤信させまたは誤信を強めたものと
認められるときには 「詐箱]にあたるが、験秘することのみでは 「誕
術] に当たらない (最判昭44.2.13)。したがって、本肢所定の場合に
は、Aは、本件売買契約を取り消すことはできる (民法5条1項・2
項) 。
1 O〇 従来の住所または居所を去った者 (不在者) がその財産の管理人
(管理人) を置かなかったときは、家庭裁判所は、利害関係人または
検索官の請求により、その財産の管理について必要な処分を命ずるこ
とができる (民法25条 1 項前段)。
総 則 | 539
ー",Q2=○; Q1=×; Q3=×; Q4=×; Q5=×,ok,
0219.png,"の〇の                                                                                     Kin
B ロロ口| 2 行方不明者Aが自己の財産につき管理人を置いた場合にお
(R 3 -28- 3)   いて、Aの生死が明らかでないときは、利害関係人または検

察官の請求により、家庭裁判所は、管理人を改任することが
できる。
B ロロロロ| 3 不在者の生死が7年間明らかでない場合において、利害関
(R6-27- 1) | 係人の請求により家庭裁判所が失貴の宣告をしたときは、失
(R3-28-4) 1 除の宣告を受けた者は、 7 年間の期間が満了した時に、死亡
したものとみなされる。
B ロロロロ| 4 Aが船舶の沈没事故を原因として生死不明の状態となり、
(オリジナル)      Aの妻Bの請求によりAの失了中官告がされた場合、Aが死亡
したものとみなされるのは、その事故より 7 年が経過したと
きである。
B HH 5 失足の宣告を受けた者は、死亡したものとみなされ、権利
(H24-27-- 2)    能力を裏失するため、生存することの証明がなされ失陸の宣
(R3-28-5) | 告が取り消された場合でも、失隊の宣告後その取消し前にな
された行為はすべて効力を生じない。
C ロロロロ | 6 Aについて失共宣紅がなされた後にBはD男と婚燃したが、
(H22-35-オ) | その後、失中宣告が取り消された場合に、A・B間の婚如と
B・D間の婚如は、当然には無効とならず、共に重婚を理由
として取り消し得るにすぎない。
540 | 絶 則
e","dle                                                                                                ー
2 〇 不在者が管理人を置いた場合において、その不在者の生死が明らか
でないときは、家庭裁判所は、利害関係人または検察官の請求によ 還-
り、管理人を改任することができる (民法26条)。                    ""
昌和 |
3 〇 不在者の生死が7年間明らかでないときは、家庭裁判所は、利害関
係人の請求により、失貴の宣告をすることができ (民法30条 1 項)、
失中の宣告を受けた者は失貴期間が満了アした時に死亡したものとみな
される (31条)
4 X 普通失中の場合には、不在者の生死不明となってから 7 年間が経過
した時に死亡したものとみなされる (普通失貴 : 民法30条 1 項、31条) 。
これに対して、戦地に臨んだ者、洗没した船舶の中に在った者その他
死亡の原因となるべき危難に章遇した者の生死がが、 それぞれ、戦争が
止んだ後、船舶が沈没した後またはその他の危区が去った後 1 年間明
らかでないときは、その危難が去った時に死亡したものとみなされる
(特別失貴 : 30条 2 項、31条)。本肢は特別失足であるから、事故より
7 年が経過したときではなく、Aは沈没事故による危難が去った時に
死亡したとみなされる。
5 X 失了中の宣告を受けた者は死亡したものとみなされるが (民法31条)、
その失跳者は権利能力を喪失するわけではない。また、失中宣告の取
消しは、失中宣告後その取消し前に善意でした行為の効力に影響を及
ぼさない (32条 1 項後段) とされ、すべて効力を生じないわけではな
い。
6 X 婚如当事者であるBDがともにAの生存につき善意の場合、後婚で
あるBD間の婚如のみが有効とされる (民法32条 1 項)。これに対し、
BDがA生存について愚意の場合、前婚が復活し、重婚状態が生じる。
この場合、後婚については取消原因 (732条、744条)、前婚について
は離婚原因となる (770条 1項5号)。共に重婚を理由に取り消すこと
ができるわけではない。
総 則|54
ー/",Q2=○; Q3=○; Q1=×; Q4=×; Q7=×; Q5=×; Q6=×,ok,
0220.png,"の 〇@                                                                                     Kin
5) 法人
C HH 1 A、B、CおよびDは、共同で事業を営む目的で権利能力
(H26-27- 5)   なき社団である「XX会] という団体を設立した場合、構成員
であるA、B、CおよびDは、全員の同意をもって、総有の
廃止その他双会の社団財産の処分に関する定めゆめのなされない
限り、又会の社団財産につき持分権を有きさきず、また、社団財
産の分割を求めることができない。
B[ILIHI2 権利能力なき社団Aが不動産を買い受けた場合において、
(H16-25- 4)   A は、法人に準じて扱われるので、登記実務上、A名義の登
VH26-ダー1) | 記が認められる。
B HH 1 3 A、B、CおよびDは、共同で事業を営む目的で権利能力
(H26-27- 3)   なき社団である「X会] という団体を設立した場合、X会の
(H29-ーイ) | 取引上の債務については、その構成員全員に 1 個の債務とし
て総有的に帰属し、XX会の社団財産がその債務のための貢任
財産になるとともに、構成員であるA、B、CおよびDも各
自が連帯して責任を負う。
6) 物
C HH 1 Aの所有する土地の上に、Aの所有する建物がある場合に
(H16-25- 3)   おいて、Aは、土地の所有権を自己に留保したまま、建物だ
けをBに売却することはできない。
|3| 意思表示 テ+ュトp354-3ez
1 ) 総則
B | 1 賭博の用に供さきれることを知ってする金銭消費貸借契約は
(H元33- 5)   無効である。
542 | 約 則
電","dle                                                                ー
1 O 権利能力なき社団の財産は構成員に総有的に帰属するものであって、
構成員は当然に持分権または分割請求権を有するものではない (最判 珠
昭32.11.14) 。                                   則
2 X 権利能力なき社団は権利義務の主体となりえないから、資産たる不
動産も、社団は、その権利主体となることはできない。それゆえ、A
名義の登記は認められず、代表者が構成員からの受託者として個人の
名義でその登記をするか、構成員全員の共有名義で登記するほかない
ことになる (最判昭47.6.2) 。
3 X 権利能力なき社団の代表者が社団の名においてした取引により社団
が負担した債務については、構成員各自は取引の相手方に対して直接
には個人的債務ないし責任を負わない (最判昭48.10.9)。
1 X 民法は、土地と建物を別個独立の不動産と考えており (民法370条
参照)、それぞれ別個に売買の目的物とすることができる。
1 〇 賭博に敗れたため負担した債務の弁済を目的とする資金の貸付けは、
公序良俗 (民法90条) に反し無効である (大判昭13.3.30)。
総 則| 548
_/",Q1=○; Q2=×; Q3=×,ok,
0221.png,"の 〇@                                                Kin
C HHロロ1 2 契約が公序に反することを目的とするものであるかどうか
(H30-27- 4)  は、当該契約が成立した時点における公序に照らして判断す

べきである。
2 ) 意思表示
上 神角保
A HHH| 1 AがBに「自動車を譲る] と真意でなく言ったとき、Bは
(H8-27- 1)    その言葉が真意でないと知っていても、AからBに自動車を
02-3ー 1) | 譲り渡す義務が生じる。
A HH 2 Aは、Bから、冗談であることを知りまたは知ることがで
(オリジナル)     きたにもかかわらず、カメラの贈与を受けた。Aがカメラの
贈与が冗談であることにつき善意のCに売却した場合、B
は、カメラの所有権が自己にあることをCに主張できない。
9 出入表示
ALHLLHI 1 相手方と通じて行った虚偽の意思表示は、その当事者間に
(S62-33- 2)   おいても無効である。
B LILH品 | 2 Aが自己の所有する甲土地をBと通謀してBに売却 (仮装
(H20-27-イ)  売買) したところ、Bが甲土地をAに無断でCに転売した場
合、善意のCに対して、AはA・B間の売買の無効を対抗す
ることはできないが、 Bはこれを対抗することができる。
544 | 約 則
電","dle                                                ー
2 〇 法律行為が公序に反することを目的とするものであるとして無効に
なるかどうかは、法律行為がされた時点の公序に照らして判断すべき に
である (最判平15.4.18) 。                         る
則
1 X 表意者が表示行為に対応する真意のないことを知りながらする単独
の意思表示を、心禅留保といい、取引安全の見地から、心禅留保の意
思表示は原則として有効であるが、相手方がその意思表示が表意者の
真意ではないことを知り、または知ることができたときは、相手方の
保護を考慮する必要はないため無効となる (民法93条 1 項)。 BがA
の言葉は真意でないと知っている本肢では、Aの意思表示は無効とな
り、AからBに自動車を譲り渡す義務は生じない。
2 〇 心禅留保による意思表示は、原則として有効であるが、相手方
(A) がその意思表示が表意者 (B) の真意ではないことを知り、ま
たは知ることができたときは、無効である (民法93条 1 項)。しかし、
その意思表示の無効は、取引の安全を保護するため、善意の第三者
(C) に対抗することができない (93条2 項)。 したがって、Bは、善
意のCに対して、カメラの贈与は無効でやあることを理由にカメラの所
有権が自己にあることを主張できない。
1 〇 相手方と通じて行った真意でない意思表示を虚偽表示といい、この
場合、内心的効果意思が欠けるから、この意思表示は、原則として、
無効である (民法94条 1 項) 。
2 X 虚偽表示は、無効でもるのが原則であるが (民法94条 1 項)、この
無効は、善意の第三者に対抗できないから (94条2 項)、本肢所定の
場合 AだけでなくBも、A・B間の売買の無効を善意の第三者Cに
対抗できない。
総 則| 545
ー/",Q2=○; Q1=×,ok,
0222.png,"の 〇@                                                                                     Kin
A HL 3 Aが自己の所有する甲土地をBと通護してBに売却 (仮装
(H20-27-エ)  売買) したところ、Bが甲土地につきAに無断でEのために
イーターク | 抵当権を設定した場合、Aは、善意のEに対して、A・B間

の売買の無効を対抗することができない。
A HH 4 Aが、差押えを免れんるためにBと謀って動産をBに譲渡し
(H22-27-5) | たことにしていたところ、Bが事情を知らないCに売却した
場合、Cに過失があるときには、Aは、Cに対してA・B間
の譲渡契約の無効を主張できる。
B HH 5 Aが自己の所有する甲土地をBと通謀してBに売却 (仮装
(H20-27-ア)   売買) したところ、Bが甲土地をAに無断でCに転売した場
合、善意のCは、A・B間の売買の無効を主張して、B・C
間の売買を解消することができる。
A [HLHH1 6 Aが自己の所有する甲土地をBと通議してBに売却 (仮装
(H20-27-ォ) | 売買) した場合、Bの一般債権者ドがA・B間の仮装売買に
4ーダター | ついて善意のときは、Aは、Fに対して、Fの甲土地に対す
る差押えの前であっても、A・B間の売買の無効を対抗する
ことができない。
CH 7 Aが自己の所有する甲土地をBと通謀してBに売却 (仮装
(H20-27-ウ)   売買) した場合、Aの一般債権者ひりは、A・B間の売買の無
効を主張して、Bに対して、甲土地のAへの返還を請求する
ことができる。
546 | 絶 則
電","dle                                                ー
3 〇 虚偽表示は、無効であるが (民法94条 1 項)、この無効は、善意の
第三者に対抗することができないから (94条2 項)、本股所定の場合、
A は、善意の第三者上にA・B間の売買の無効を対抗できなぃい 人大判
大4.12.17、大判昭6.10.24) 。                           夫
ーー
4 X Aが相手方Bと通じてした虚偽の意思表示は無効でやるが、その意
思表示の無効は善意の第三者に対抗することができない (民法94条) 。
「善意] というためには無過失は不要である (大判昭12.8.10)。過和失
があっても、Cは事情を知らない以上「善意] の第三者である。 した
がって、AはCに対してA・B間の譲渡下約の無効を主張できない。
5 〇 虚偽表示は、無効であるから (民法94条 1 項)、本股所定の場合、
Cは、A・B間の売買の無効を主張して、B・C間の売買を解消する
ことができる。 虚偽の意思表示は善意の第三者に対抗できないが (94
条 2 項)、これは、虚偽表示の当事者A人およびBが善意の第三者Cに
無効主張できないというものであり、Cが無効主張することを否定す
るものではない。
6 X 虚偽表示の目的物を差し押さえた相手方の一般債権者は民法94条 2
項の「第三者]」 に当たるが、差押えをしていない一般債権者は 「第三
者] に当たらない (最判昭48.6.28)。したがって、Aは、Bの一般債
権者の甲土地に対する差押えの前であれば、Fに対して、A・B間
の売買の無効を対抗することができる。
7 〇 Aの一般債権者Dは、A・B間の売買の無効を主張して (民法94条
1 項)、Aの所有権に基づく甲土地の返還請求権を代位行使すること
によって (423条)、Bに甲土地のAへの返還を請求できる。
総 則|547
-/",Q3=○; Q1=×; Q2=×; Q4=×; Q5=○; Q6=×; Q7=○,ok,
0223.png,"の 〇@                                                Kin
B[IL|18 土地の仮装譲渡において、仮装譲受人が同地上に建物を建
(H27-28- 3)   設してその建物を他に賃貸した場合、建物貨倍人において土
(R4-ダー1) | 地議渡が虚偽表示によるものであることについて善意である

ときは、土地の仮装譲渡人はその建物賃借和人に対して、土地
譲渡の無効を理由として建物からの退去および土地の明渡し
を求めることができない。
B 1 9 AがXから建物所有の目的で甲土地を賃借して甲土地上に
(オリジナル)   と建物を建築した後、Yからの依頼を受けて建物の所有権
を仮装譲渡した場合、仮装譲渡を知らなかった又は、Yに対
して、賃借権の譲渡を承諾し、土地賃料の支払を請求するこ
とができる。
A LIL 10 仮装の売買契約に基づく売買代金債権が他に譲渡された場
(H27-28- 4)   合、債権の譲受人は第三者にあたらないため、譲受人は、譲
受債権の発生原因が虚偽表示によるものであることについて
善意であっても、買主に対して売買代金の支払を求めること
ができない。
A HL T11 金銭消費貸借契約が仮装され、億主に金銭が交付されてい
(H27-28- 5)  ない場合であっても、当該契約に基づく貸金債権を譲り受け
ドリーグー?) | た者は、譲受全権の発生原因が虚偽表示によるものであるこ
とについて善意であるときは、借主に対して貸金の返済を求
めることができる。
A HH 1 12 Aは、譲渡の意思がないのに、債権者の差押えを免れるた
(H8 -27- 2改   め、Bと通じて売買契約を仮装してA所有の土地をBの名義
H9-ダー5) | にした。Cは、その事実を知らずにその土地を購入したが、
その土地はC所有のものとはならない。
548 | 絶 則
電","dle                                                ー
8 X 土地の仮装譲受人がその土地上に建物を建築して他人に賃貸した場
合、当該建物賃借人は民法94条 2 項の「第三者|] にはあたらない (最 に
判昭57.6.8)。したがって、土地の仮装譲渡人はその建物賃借人に対
して、土地議渡の無効を理由として建物からの退去および土地の明渡 凌
しを求めることができる。                             則
9 X 判例 (最判昭38.11.28) は、土地の賃供人 (A) が地上建物を他人
(Y) に仮装譲渡した場合、土地賃貸人 (X) は、地上建物における
仮装行為の外形を信頼して新たな利害関係をもった者ではないから、
民法94条 2 項の第三者にあたらないとしている。 したがって、XXは、
Yに賃借権の譲渡を承諾し土地賃料の支払を請求するあことはできな
い。
10 X 仮装債権の譲受人は、民法94条 2 項の |第三者] にあたる (大判昭
13.12.17)。したがって、 仮装債権の譲受人は、譲受債権の発生原因
が虚偽表示によるものであることについて善意であれば、買主に対し
て売買代金の支払を求めることができる。
11 〇 仮装債権の譲受人は、民法94条 2 項の「第三者| にあたる (大判昭
13.12.17)。 したがって、仮装債権の譲受人は、議受債権の発生原因
が虚偽表示によるものであることについて善意であるときは、借主に
対して貸金の返済を求めることができる。
12 X 相手方と通じてした虚偽の意思表示は、無効でもるが (民法94条 1
項)、その無効は取引の安全を図るため善意の第三者に対抗できない
(同条 2 項)。 したがって、本肢では、土地は善意のC所有のものとな
る。
総 則| 549
_/",Q8=×; Q2=×; Q9=×; Q10=×; Q11=○; Q12=×,ok,
0224.png,"「 〇@                                                                                     Kin
B HLH113 不動産の真実の所有者Aの意思によりBの承諾なくしてB
(H11-28-1) | 名義の不実の登記がなされ、その後当該不動産がBから悪意
(R4ーダー2) | のCに譲渡され、更にCから善意のDに譲渡された。この場

合、DはAとの関係では善意の第三者として保護され、当該
不動産の所有権を取得する。
B HH 1 14 Xは、Aからの依頼を受けて、甲土地の所有権を仮装譲渡
(オリジナル)   した場合、Aから仮装譲渡につき善意で譲り受けたBから更
に甲土地を譲り受けたYは、仮装譲渡について悪意であった
としても甲土地の所有権の取得をXに主張することができ
る。
⑩ 人
ALLIH| 1 錯謀による意思表示については、表意者に重大な過失があ
(562-33- 3改)     る場合であっても、原則として、表意者がみずから取消しを
主張することができる。
A HLILH1 2 Aは、土地売買の際に、重大な過失から錯誤を生じ、Bの
(H8-2-3約| 所有する土地を買う意思表示をしてしまった。このとき、相
手方Bが悪意であれば、Aは、当該土地売買の契約の取消し
を主張できる。
550 | 絶 則
電","dle                                                                   ー
13 〇 不動産の所有者Aが、他人Bにその所有権を帰せしめる意思がない
のにBの承諾なしにBの所有名義の登記を経由したときは、善意の第
三者との関係で民法94条 2 項が類推造用される。そして、愚意の第三
者Cからの転得者Dが善意であれば、Dは94条 2 項にいう善意の第三 慰
者にあたる。それゆえ、DはAとの関係では善意の第三者として保護 昌
され、 当該不動産の所有権を取得する (最判昭45.7.24)。
14 〇 判例(大判昭6.10.24) は、仮装譲渡につき善意の第三者 (B) か
ら 目的物を悪意で譲り受けた転得者 (Y) は、善意の第三者 (B) が
確定的に取得した権利を承継取得することから、元所有者 (X) に対
して所有権の取得を主張することができるとしている。 したがって、
意のBから遇意で仮装譲渡の目的物を取得したYは、Xに甲土地の
所有権の取得を主張することができる。
1 X 錯誤による意思表示は、その錯誤が法律行為の目的および取引上の
社会通念に了らして重要なものであるときは、取り消すことができる
(民法95条 1 項)。 しかし、錯誤が表意者の重過失によるものであった
場合には、表意者保護の必要はなく、原則として、表意者は、意思表
示の取消しをすることができない (95条 3 項)。
2 〇 錯誤が表意者 (A) の重過失によるものであった場合には、表意者
(A) 保護の必要はなく、表意者 (A) は、原則として、意思表示の
取消しをすることができない (民法95条 3 項)。もっとも、相手方
(B) が表意者 (A) に錯誤があることを知り、または重過失によっ
て知らなかったときは、表意者の利益を害しながら相手方を保護する
必要はないため、表意者 (A) は、意思表示の取消しをすることがで
きる (95条3項1号)。
総 則|55
_/",Q13=○; Q2=×; Q14=○; Q1=×; Q3=×,ok,
